switch_name,phase_code,from_bus,to_bus,geometry,r11,r22,r33,x11,x22,x33,ampacity_value,construction,controller_uuid,in_service
padswitch(r:p1udt11036-p1udt18361)p1u_234268,ABC,p1udt11036-p1udt18361xx,p1udt18361,"LINESTRING(-97.7135475182029 30.4189254359323, -97.7135404796933 30.4189700512161)",1,1,1,1,1,1,445,OVERHEAD,,1
padswitch(r:p1udt11036-p1udt12703)p1u_234269,ABC,p1udt12703,p1udt11036-p1udt12703xx,"LINESTRING(-97.7127618064413 30.4190880636314, -97.7127303290612 30.4191259378243)",1,1,1,1,1,1,960,OVERHEAD,,1
padswitch(r:p1udt11036-p1udt12703)p1u_234270,ABC,p1udt11036-p1udt12703x,p1udt11036,"LINESTRING(-97.7134192784099 30.4191424564625, -97.7134413704089 30.4190999901923)",1,1,1,1,1,1,960,OVERHEAD,,1
padswitch(r:p1udt13037-p1udt8024)p1u_233265,ABC,p1udt8024,p1udt13037-p1udt8024xx,"LINESTRING(-97.7116408270718 30.4253890370471, -97.7116895633785 30.4253734621793)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13037-p1udt8024)p1u_233266,ABC,p1udt13037-p1udt8024x,p1udt13037,"LINESTRING(-97.7111996660152 30.4257579213641, -97.7112334436657 30.4257957316713)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt24269-p1udt8024)p1u_233267,ABC,p1udt24269,p1udt24269-p1udt8024x,"LINESTRING(-97.7118225045984 30.4251369424945, -97.7118661305388 30.4251638828989)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt24269-p1udt8024)p1u_233268,ABC,p1udt24269-p1udt8024xx,p1udt8024,"LINESTRING(-97.7116006034501 30.4253605581895, -97.7116408270718 30.4253890370471)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt21911-p1udt24269)p1u_233279,ABC,p1udt21911,p1udt21911-p1udt24269x,"LINESTRING(-97.7119278167257 30.4249408955643, -97.7118796530411 30.4249577365129)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt21911-p1udt24269)p1u_233280,ABC,p1udt21911-p1udt24269xx,p1udt24269,"LINESTRING(-97.7117971487585 30.4251789939483, -97.7118225045984 30.4251369424945)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt14230-p1udt21911)p1u_233281,ABC,p1udt14230,p1udt14230-p1udt21911x,"LINESTRING(-97.7120128772677 30.4248063912961, -97.7119647136634 30.4248232322788)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt14230-p1udt21911)p1u_233282,ABC,p1udt14230-p1udt21911xx,p1udt21911,"LINESTRING(-97.711968968954 30.4249683488886, -97.7119278167257 30.4249408955643)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt14230-p1udt22785)p1u_233283,ABC,p1udt22785,p1udt14230-p1udt22785xx,"LINESTRING(-97.7121379211329 30.4246129344177, -97.7121838534773 30.4246275244886)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt14230-p1udt22785)p1u_233284,ABC,p1udt14230-p1udt22785x,p1udt14230,"LINESTRING(-97.7120540294658 30.4248338445932, -97.7120128772677 30.4248063912961)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10677-p1udt9930)p1u_233353,ABC,p1udt10677,p1udt10677-p1udt9930x,"LINESTRING(-97.7156256766759 30.4311670481293, -97.7156668325326 30.4311945003666)",1,1,1,1,1,1,301,OVERHEAD,,1
padswitch(r:p1udt10677-p1udt9930)p1u_233354,ABC,p1udt10677-p1udt9930xx,p1udt9930,"LINESTRING(-97.7159711933674 30.4314209565962, -97.7159511224547 30.4314649399252)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10677-p1udt13941)p1u_233355,ABC,p1udt13941,p1udt10677-p1udt13941xx,"LINESTRING(-97.7151081009108 30.430936209712, -97.7150678740254 30.4309077318524)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10677-p1udt13941)p1u_233356,ABC,p1udt10677-p1udt13941x,p1udt10677,"LINESTRING(-97.7155775104737 30.4311838903575, -97.7156256766759 30.4311670481293)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11355-p1udt13941)p1u_233357,ABC,p1udt11355,p1udt11355-p1udt13941x,"LINESTRING(-97.714942589937 30.4308533740939, -97.7149023631348 30.4308248961853)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11355-p1udt13941)p1u_233358,ABC,p1udt11355-p1udt13941xx,p1udt13941,"LINESTRING(-97.7150995475781 30.4309806286912, -97.7151081009108 30.430936209712)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11355-p1udt12032)p1u_233359,ABC,p1udt12032,p1udt11355-p1udt12032xx,"LINESTRING(-97.7152383370139 30.4305316325915, -97.7152794924974 30.4305590849428)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11355-p1udt12032)p1u_233360,ABC,p1udt11355-p1udt12032x,p1udt11355,"LINESTRING(-97.7149913285168 30.4308377980686, -97.714942589937 30.4308533740939)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt12032-p1udt3261)p1u_233361,ABC,p1udt3261,p1udt12032-p1udt3261xx,"LINESTRING(-97.7154743158001 30.4301794518226, -97.7154512660423 30.4302224785276)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt12032-p1udt3261)p1u_233362,ABC,p1udt12032-p1udt3261x,p1udt12032,"LINESTRING(-97.7152453758556 30.4304870174363, -97.7152383370139 30.4305316325915)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13341-p1udt3261)p1u_233363,ABC,p1udt13341,p1udt13341-p1udt3261x,"LINESTRING(-97.714871841313 30.4298962496433, -97.7149205794212 30.4298806736289)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13341-p1udt3261)p1u_233364,ABC,p1udt13341-p1udt3261xx,p1udt3261,"LINESTRING(-97.7155191120467 30.4302049246125, -97.7154743158001 30.4301794518226)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13341-p1udt8413)p1u_233365,ABC,p1udt8413,p1udt13341-p1udt8413xx,"LINESTRING(-97.7144579687979 30.4297029028716, -97.7144795125089 30.4296602027131)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt13341-p1udt8413)p1u_233366,ABC,p1udt13341-p1udt8413x,p1udt13341,"LINESTRING(-97.7148316149144 30.4298677717207, -97.714871841313 30.4298962496433)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11025-p1udt11026)p1u_233411,ABC,p1udt11025,p1udt11025-p1udt11026x,"LINESTRING(-97.7155474166286 30.428423610443, -97.7155104249196 30.4284571865329)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11025-p1udt11026)p1u_233412,ABC,p1udt11025-p1udt11026xx,p1udt11026,"LINESTRING(-97.7160082349195 30.4286661753956, -97.7160627091906 30.4286694942083)",1,1,1,1,1,1,151,OVERHEAD,,1
padswitch(r:p1udt11025-p1udt11697)p1u_233447,ABC,p1udt11697,p1udt11025-p1udt11697xx,"LINESTRING(-97.7153768607435 30.4287013461204, -97.7153838993591 30.4286567309399)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11025-p1udt11697)p1u_233448,ABC,p1udt11025-p1udt11697x,p1udt11025,"LINESTRING(-97.7155812869692 30.4284608972467, -97.7155474166286 30.428423610443)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11697-p1udt22528)p1u_233449,ABC,p1udt22528,p1udt11697-p1udt22528xx,"LINESTRING(-97.71519609404 30.428988299899, -97.7152372488794 30.4290157522511)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11697-p1udt22528)p1u_233450,ABC,p1udt11697-p1udt22528x,p1udt11697,"LINESTRING(-97.7154180155184 30.4287287984146, -97.7153768607435 30.4287013461204)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22528-p1udt22529)p1u_233451,ABC,p1udt22529,p1udt22528-p1udt22529xx,"LINESTRING(-97.7149209193868 30.4293284613558, -97.7149620742851 30.4293559137951)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22528-p1udt22529)p1u_233452,ABC,p1udt22528-p1udt22529x,p1udt22528,"LINESTRING(-97.7152031327631 30.4289436847332, -97.71519609404 30.428988299899)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22529-p1udt8413)p1u_233453,ABC,p1udt8413,p1udt22529-p1udt8413xx,"LINESTRING(-97.7144579687979 30.4297029028716, -97.7144088675675 30.4296838403236)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt22529-p1udt8413)p1u_233454,ABC,p1udt22529-p1udt8413x,p1udt22529,"LINESTRING(-97.714927958265 30.4292838462113, -97.7149209193868 30.4293284613558)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt8399-p1udt8413)p1u_233455,ABC,p1udt8399,p1udt8399-p1udt8413x,"LINESTRING(-97.7141370321249 30.4295553366177, -97.7140888664906 30.4295721783159)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt8399-p1udt8413)p1u_233456,ABC,p1udt8399-p1udt8413xx,p1udt8413,"LINESTRING(-97.7144358746672 30.4297453691907, -97.7144579687979 30.4297029028716)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt12698-p1udt8399)p1u_233457,ABC,p1udt12698,p1udt12698-p1udt8399x,"LINESTRING(-97.7138227154654 30.4293794648171, -97.7137693004169 30.4293759136921)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt12698-p1udt8399)p1u_233458,ABC,p1udt12698-p1udt8399xx,p1udt8399,"LINESTRING(-97.7141440713786 30.4295107215277, -97.7141370321249 30.4295553366177)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt12698-p1udt9942)p1u_233485,ABC,p1udt9942,p1udt12698-p1udt9942xx,"LINESTRING(-97.7134856501782 30.4292060474381, -97.713526804607 30.4292335003175)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt12698-p1udt9942)p1u_233486,ABC,p1udt12698-p1udt9942x,p1udt12698,"LINESTRING(-97.7138193425833 30.4293320998857, -97.7138227154654 30.4293794648171)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10309-p1udt9942)p1u_233487,ABC,p1udt10309,p1udt10309-p1udt9942x,"LINESTRING(-97.7133785681968 30.4286456102987, -97.7134277825801 30.4286643098599)",1,1,1,1,1,1,205,OVERHEAD,,1
padswitch(r:p1udt10309-p1udt9942)p1u_233488,ABC,p1udt10309-p1udt9942xx,p1udt9942,"LINESTRING(-97.713492689696 30.4291614323887, -97.7134856501782 30.4292060474381)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt16708-p1udt7607)p1u_233591,ABC,p1udt7607,p1udt16708-p1udt7607xx,"LINESTRING(-97.7127089340679 30.4297304558468, -97.7127316285746 30.4296865264665)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt16708-p1udt7607)p1u_233592,ABC,p1udt16708-p1udt7607x,p1udt16708,"LINESTRING(-97.7117942974986 30.4295296054103, -97.7118065351136 30.4295755319988)",1,1,1,1,1,1,205,OVERHEAD,,1
padswitch(r:p1udt14505-p1udt7607)p1u_233593,ABC,p1udt14505,p1udt14505-p1udt7607x,"LINESTRING(-97.712850253135 30.4294844643281, -97.7128416989172 30.4295288833131)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt14505-p1udt7607)p1u_233594,ABC,p1udt14505-p1udt7607xx,p1udt7607,"LINESTRING(-97.7126782788291 30.429690464644, -97.7127089340679 30.4297304558468)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt14505-p1udt16715)p1u_233595,ABC,p1udt16715,p1udt14505-p1udt16715xx,"LINESTRING(-97.7128810864334 30.4289300029828, -97.7128757799924 30.4289771941356)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt14505-p1udt16715)p1u_233596,ABC,p1udt14505-p1udt16715x,p1udt14505,"LINESTRING(-97.7128989913092 30.429468889241, -97.712850253135 30.4294844643281)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10309-p1udt16715)p1u_233601,ABC,p1udt10309,p1udt10309-p1udt16715x,"LINESTRING(-97.7133785681968 30.4286456102987, -97.7134001121214 30.4286029103184)",1,1,1,1,1,1,205,OVERHEAD,,1
padswitch(r:p1udt10309-p1udt16715)p1u_233602,ABC,p1udt10309-p1udt16715xx,p1udt16715,"LINESTRING(-97.712870757042 30.4288833814851, -97.7128810864334 30.4289300029828)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10309-p1udt24466)p1u_233603,ABC,p1udt24466,p1udt10309-p1udt24466xx,"LINESTRING(-97.7134743017742 30.42848410327, -97.7135154559042 30.4285115561472)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10309-p1udt24466)p1u_233604,ABC,p1udt10309-p1udt24466x,p1udt10309,"LINESTRING(-97.7133294677139 30.4286265473627, -97.7133785681968 30.4286456102987)",1,1,1,1,1,1,205,OVERHEAD,,1
padswitch(r:p1udt10695-p1udt24466)p1u_233605,ABC,p1udt10695,p1udt10695-p1udt24466x,"LINESTRING(-97.7136748205709 30.4281599657843, -97.7137085843067 30.4281239315216)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10695-p1udt24466)p1u_233606,ABC,p1udt10695-p1udt24466xx,p1udt24466,"LINESTRING(-97.7134261365689 30.4285009447381, -97.7134743017742 30.42848410327)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10695-p1udt21908)p1u_233607,ABC,p1udt21908,p1udt10695-p1udt21908xx,"LINESTRING(-97.713910492099 30.4277755923521, -97.7139516460666 30.4278030450896)",1,1,1,1,1,1,301,OVERHEAD,,1
padswitch(r:p1udt10695-p1udt21908)p1u_233608,ABC,p1udt10695-p1udt21908x,p1udt10695,"LINESTRING(-97.7136375469723 30.428125197359, -97.7136748205709 30.4281599657843)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt1536-p1udt21908)p1u_233609,ABC,p1udt1536,p1udt1536-p1udt21908x,"LINESTRING(-97.7142634701407 30.4272350852922, -97.7142404206013 30.4272781118069)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt1536-p1udt21908)p1u_233610,ABC,p1udt1536-p1udt21908xx,p1udt21908,"LINESTRING(-97.7138623273154 30.4277924339951, -97.713910492099 30.4277755923521)",1,1,1,1,1,1,301,OVERHEAD,,1
padswitch(r:p1udt1536-p1udt5810)p1u_233611,ABC,p1udt5810,p1udt1536-p1udt5810xx,"LINESTRING(-97.7144273643024 30.4268994218576, -97.7144110134925 30.4269436292986)",1,1,1,1,1,1,301,OVERHEAD,,1
padswitch(r:p1udt1536-p1udt5810)p1u_233612,ABC,p1udt1536-p1udt5810x,p1udt1536,"LINESTRING(-97.71430826474 30.4272605584614, -97.7142634701407 30.4272350852922)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt4301-p1udt5810)p1u_233613,ABC,p1udt4301,p1udt4301-p1udt5810x,"LINESTRING(-97.7144904133432 30.426427868906, -97.7144422493223 30.4264447107883)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt4301-p1udt5810)p1u_233614,ABC,p1udt4301-p1udt5810xx,p1udt5810,"LINESTRING(-97.7144765210901 30.4269203005625, -97.7144273643024 30.4268994218576)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt4301-p1udt9941)p1u_233615,ABC,p1udt9941,p1udt4301-p1udt9941xx,"LINESTRING(-97.7146696362091 30.4260725307867, -97.7147155696402 30.4260871199938)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt4301-p1udt9941)p1u_233616,ABC,p1udt4301-p1udt9941x,p1udt4301,"LINESTRING(-97.7144974521578 30.4263832537651, -97.7144904133432 30.426427868906)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10725-p1udt13685)p1u_233705,ABC,p1udt10725,p1udt10725-p1udt13685x,"LINESTRING(-97.7264032748243 30.4086611790218, -97.7264103066597 30.408616562929)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10725-p1udt13685)p1u_233706,ABC,p1udt10725-p1udt13685xx,p1udt13685,"LINESTRING(-97.7272871995216 30.4080532765027, -97.7273163646772 30.4080923977169)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt10725-p1udt21386)p1u_233709,ABC,p1udt10725,p1udt10725-p1udt21386x,"LINESTRING(-97.7264032748243 30.4086611790218, -97.7263551215261 30.4086780256519)",1,1,1,1,1,1,550,OVERHEAD,,1
padswitch(r:p1udt10725-p1udt21386)p1u_233710,ABC,p1udt10725-p1udt21386xx,p1udt21386,"LINESTRING(-97.7254987606996 30.4085621024929, -97.7254576112318 30.4085346534554)",1,1,1,1,1,1,550,OVERHEAD,,1
padswitch(r:p1udt3280-p1udt6738)p1u_233711,ABC,p1udt6738,p1udt3280-p1udt6738xx,"LINESTRING(-97.723156360998 30.4127593674918, -97.7231333189469 30.4128023958788)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3280-p1udt6738)p1u_233712,ABC,p1udt3280-p1udt6738x,p1udt3280,"LINESTRING(-97.7235959902644 30.412478082126, -97.7236236545519 30.4125168873925)",1,1,1,1,1,1,325,OVERHEAD,,1
padswitch(r:p1udt15278-p1udt6738)p1u_233721,ABC,p1udt15278,p1udt15278-p1udt6738x,"LINESTRING(-97.7228775249157 30.4132103974961, -97.7229186755429 30.4132378473631)",1,1,1,1,1,1,325,OVERHEAD,,1
padswitch(r:p1udt15278-p1udt6738)p1u_233722,ABC,p1udt15278-p1udt6738xx,p1udt6738,"LINESTRING(-97.7231924027783 30.4127236583686, -97.723156360998 30.4127593674918)",1,1,1,1,1,1,325,OVERHEAD,,1
padswitch(r:p1udt15278-p1udt17979)p1u_233723,ABC,p1udt17979,p1udt15278-p1udt17979xx,"LINESTRING(-97.7226538809763 30.4135961961236, -97.722605724631 30.4136130412708)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt15278-p1udt17979)p1u_233724,ABC,p1udt15278-p1udt17979x,p1udt15278,"LINESTRING(-97.7228845587527 30.4131657816786, -97.7228775249157 30.4132103974961)",1,1,1,1,1,1,325,OVERHEAD,,1
padswitch(r:p1udt17979-p1udt19326)p1u_233725,ABC,p1udt19326,p1udt17979-p1udt19326xx,"LINESTRING(-97.7225855507529 30.4140466745714, -97.7226267016369 30.4140741245346)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt17979-p1udt19326)p1u_233726,ABC,p1udt17979-p1udt19326x,p1udt17979,"LINESTRING(-97.722695031696 30.4136236460622, -97.7226538809763 30.4135961961236)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt19326-p1udt2118)p1u_233727,ABC,p1udt2118,p1udt19326-p1udt2118xx,"LINESTRING(-97.7228619002173 30.414410295663, -97.7229030513307 30.4144377455442)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt19326-p1udt2118)p1u_233728,ABC,p1udt19326-p1udt2118x,p1udt19326,"LINESTRING(-97.7225925847966 30.4140020587807, -97.7225855507529 30.4140466745714)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt2118-p1udt24575)p1u_233729,ABC,p1udt24575,p1udt2118-p1udt24575xx,"LINESTRING(-97.7230767529827 30.4147009596972, -97.7230365301718 30.4146724843488)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt2118-p1udt24575)p1u_233730,ABC,p1udt2118-p1udt24575x,p1udt2118,"LINESTRING(-97.7228689341681 30.414365679857, -97.7228619002173 30.414410295663)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt24575-p1udt8423)p1u_233731,ABC,p1udt8423,p1udt24575-p1udt8423xx,"LINESTRING(-97.7227818574784 30.4150667694045, -97.7228254821941 30.4150937061443)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt24575-p1udt8423)p1u_233732,ABC,p1udt24575-p1udt8423x,p1udt24575,"LINESTRING(-97.7231254822571 30.4146853803305, -97.7230767529827 30.4147009596972)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt2691-p1udt8423)p1u_233733,ABC,p1udt2691,p1udt2691-p1udt8423x,"LINESTRING(-97.7219748262342 30.415376092496, -97.7220159774837 30.4154035426574)",1,1,1,1,1,1,301,OVERHEAD,,1
padswitch(r:p1udt2691-p1udt8423)p1u_233734,ABC,p1udt2691-p1udt8423xx,p1udt8423,"LINESTRING(-97.7228197701473 30.4150325537418, -97.7227818574784 30.4150667694045)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11702-p1udt2691)p1u_233735,ABC,p1udt11702,p1udt11702-p1udt2691x,"LINESTRING(-97.7215602163837 30.415236689203, -97.7215120590494 30.4152535339143)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11702-p1udt2691)p1u_233736,ABC,p1udt11702-p1udt2691xx,p1udt2691,"LINESTRING(-97.721926668896 30.41539293736, -97.7219748262342 30.415376092496)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11702-p1udt8422)p1u_233737,ABC,p1udt8422,p1udt11702-p1udt8422xx,"LINESTRING(-97.7211254949929 30.4150429500012, -97.7211666458582 30.4150704004209)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt11702-p1udt8422)p1u_233738,ABC,p1udt11702-p1udt8422x,p1udt11702,"LINESTRING(-97.7215672509977 30.4151920734913, -97.7215602163837 30.415236689203)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3797-p1udt8422)p1u_233739,ABC,p1udt3797,p1udt3797-p1udt8422x,"LINESTRING(-97.7209495956652 30.4149600204624, -97.7209566305312 30.4149154047891)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3797-p1udt8422)p1u_233740,ABC,p1udt3797-p1udt8422xx,p1udt8422,"LINESTRING(-97.7211325297867 30.4149983343168, -97.7211254949929 30.4150429500012)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3797-p1udt5318)p1u_233741,ABC,p1udt5318,p1udt3797-p1udt5318xx,"LINESTRING(-97.7204020429193 30.4147269930132, -97.7203844179415 30.4147722123084)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3797-p1udt5318)p1u_233742,ABC,p1udt3797-p1udt5318x,p1udt3797,"LINESTRING(-97.7209907464452 30.4149874709355, -97.7209495956652 30.4149600204624)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt17381-p1udt5318)p1u_233757,ABC,p1udt17381,p1udt17381-p1udt5318x,"LINESTRING(-97.7197636729236 30.4153213198175, -97.7197473266248 30.4153655281277)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt17381-p1udt5318)p1u_233758,ABC,p1udt17381-p1udt5318xx,p1udt5318,"LINESTRING(-97.7203745139706 30.4146852852857, -97.7204020429193 30.4147269930132)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt15003-p1udt17381)p1u_233759,ABC,p1udt15003,p1udt15003-p1udt17381x,"LINESTRING(-97.7191205454363 30.4155105336124, -97.7191616959075 30.4155379846518)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt15003-p1udt17381)p1u_233760,ABC,p1udt15003-p1udt17381xx,p1udt17381,"LINESTRING(-97.7197097381113 30.4153131906543, -97.7197636729236 30.4153213198175)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt15003-p1udt18360)p1u_233761,ABC,p1udt18360,p1udt15003-p1udt18360xx,"LINESTRING(-97.7185032583753 30.4153661983752, -97.7184567795815 30.4153411060331)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt15003-p1udt18360)p1u_233762,ABC,p1udt15003-p1udt18360x,p1udt15003,"LINESTRING(-97.7191275811799 30.4154659180662, -97.7191205454363 30.4155105336124)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt16256-p1udt18360)p1u_233763,ABC,p1udt16256,p1udt16256-p1udt18360x,"LINESTRING(-97.7185357356135 30.4156491616987, -97.7185768859707 30.4156766129189)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt16256-p1udt18360)p1u_233764,ABC,p1udt16256-p1udt18360xx,p1udt18360,"LINESTRING(-97.7185559443627 30.4153790069983, -97.7185032583753 30.4153661983752)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt16256-p1udt3295)p1u_233765,ABC,p1udt3295,p1udt16256-p1udt3295xx,"LINESTRING(-97.7184476270049 30.4160182369642, -97.7184546630985 30.4159736214675)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt16256-p1udt3295)p1u_233766,ABC,p1udt16256-p1udt3295x,p1udt16256,"LINESTRING(-97.7184875775969 30.4156660052725, -97.7185357356135 30.4156491616987)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt17784-p1udt3295)p1u_233767,ABC,p1udt17784,p1udt17784-p1udt3295x,"LINESTRING(-97.7182563320003 30.416341480446, -97.7182193459069 30.4163750575215)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt17784-p1udt3295)p1u_233768,ABC,p1udt17784-p1udt3295xx,p1udt3295,"LINESTRING(-97.7183994687906 30.4160350804989, -97.7184476270049 30.4160182369642)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt17784-p1udt7614)p1u_233779,ABC,p1udt7614,p1udt17784-p1udt7614xx,"LINESTRING(-97.7181813952637 30.4164756211602, -97.7181411732234 30.4164471443307)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt17784-p1udt7614)p1u_233780,ABC,p1udt17784-p1udt7614x,p1udt17784,"LINESTRING(-97.7182901993987 30.4163787665241, -97.7182563320003 30.416341480446)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt7614-p1udt9950)p1u_233781,ABC,p1udt9950,p1udt7614-p1udt9950xx,"LINESTRING(-97.7179580617331 30.4168345168654, -97.7179099030354 30.4168513602036)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt7614-p1udt9950)p1u_233782,ABC,p1udt7614-p1udt9950x,p1udt7614,"LINESTRING(-97.7182301261391 30.4164600436726, -97.7181813952637 30.4164756211602)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt3799-p1udt9950)p1u_233783,ABC,p1udt3799,p1udt3799-p1udt9950x,"LINESTRING(-97.7177620795769 30.4174912658167, -97.7177139205214 30.4175081090707)",1,1,1,1,1,1,325,OVERHEAD,,1
padswitch(r:p1udt3799-p1udt9950)p1u_233784,ABC,p1udt3799-p1udt9950xx,p1udt9950,"LINESTRING(-97.7179650981212 30.4167899014086, -97.7179580617331 30.4168345168654)",1,1,1,1,1,1,295,OVERHEAD,,1
padswitch(r:p1udt302-p1udt6733)p1u_233893,ABC,p1udt6733,p1udt302-p1udt6733xx,"LINESTRING(-97.7251331725023 30.4158761641704, -97.7251402055548 30.4158315482253)",1,1,1,1,1,1,295,OVERHEAD,,1
