transformer_name,phase_code,primary_bus,secondary_bus,tertiary_bus,geometry,primary_kva,primary_voltage_kv,secondary_voltage_kv,tertiary_voltage_kv,primary_connection,secondary_connection,tertiary_connection,primary_grounded,secondary_grounded,tertiary_grounded,resistance_pct,reactance_pct,equipment_no_load_loss,equipment_full_load_loss,is_center_tapped,in_service
tr(r:p1udt1644-p1udt1644lv),ABC,p1udt1644,p1udt1644lv,,POINT(-97.7118462375956 30.4078928832702),100,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.805475,,0.62,1.61095,0,1
tr(r:p1udt2117-p1udt2117lv),A,p1udt2117,p1udt2117lv,p1udt2117lv,POINT(-97.71570531708 30.4145694804323),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2136-p1udt2136lv),A,p1udt2136,p1udt2136lv,p1udt2136lv,POINT(-97.7024744828015 30.4146784653874),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2137-p1udt2137lv),B,p1udt2137,p1udt2137lv,p1udt2137lv,POINT(-97.7015154246619 30.4145915377134),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2138-p1udt2138lv),ABC,p1udt2138,p1udt2138lv,p1udt2138lv,POINT(-97.7030161481803 30.4154417713793),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2139-p1udt2139lv),A,p1udt2139,p1udt2139lv,p1udt2139lv,POINT(-97.7019748623226 30.4154584915508),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2140-p1udt2140lv),C,p1udt2140,p1udt2140lv,p1udt2140lv,POINT(-97.7018077299881 30.4170809901849),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2141-p1udt2141lv),ABC,p1udt2141,p1udt2141lv,p1udt2141lv,POINT(-97.7110999356915 30.4183669725344),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2142-p1udt2142lv),ABC,p1udt2142,p1udt2142lv,p1udt2142lv,POINT(-97.7125624782759 30.4192394672646),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2143-p1udt2143lv),ABC,p1udt2143,p1udt2143lv,p1udt2143lv,POINT(-97.6997553111029 30.4114182985067),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2144-p1udt2144lv),ABC,p1udt2144,p1udt2144lv,,POINT(-97.699377970845 30.4120778737927),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt2145-p1udt2145lv),A,p1udt2145,p1udt2145lv,p1udt2145lv,POINT(-97.6992267962217 30.4141345994311),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2146-p1udt2146lv),B,p1udt2146,p1udt2146lv,p1udt2146lv,POINT(-97.7006758667491 30.414312498117),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2147-p1udt2147lv),ABC,p1udt2147,p1udt2147lv,p1udt2147lv,POINT(-97.7009331939862 30.4159730875251),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2205-p1udt2205lv),ABC,p1udt2205,p1udt2205lv,p1udt2205lv,POINT(-97.7084630188483 30.4031494962502),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2206-p1udt2206lv),C,p1udt2206,p1udt2206lv,p1udt2206lv,POINT(-97.7018843975939 30.4104949946194),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2692-p1udt2692lv),ABC,p1udt2692,p1udt2692lv,p1udt2692lv,POINT(-97.7134556049278 30.4172143022374),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2708-p1udt2708lv),ABC,p1udt2708,p1udt2708lv,p1udt2708lv,POINT(-97.7017121355332 30.4119684358081),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt2709-p1udt2709lv),ABC,p1udt2709,p1udt2709lv,p1udt2709lv,POINT(-97.7021648840735 30.4121128832895),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt2710-p1udt2710lv),B,p1udt2710,p1udt2710lv,p1udt2710lv,POINT(-97.7122342577908 30.4172782573087),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2713-p1udt2713lv),B,p1udt2713,p1udt2713lv,p1udt2713lv,POINT(-97.7004845572254 30.4146083497776),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt2715-p1udt2715lv),C,p1udt2715,p1udt2715lv,p1udt2715lv,POINT(-97.7006761140437 30.4168350989807),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt2718-p1udt2718lv),ABC,p1udt2718,p1udt2718lv,,POINT(-97.7014171854368 30.4195644708548),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt2788-p1udt2788lv),ABC,p1udt2788,p1udt2788lv,,POINT(-97.7202886161762 30.4092447797217),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt3293-p1udt3293lv),ABC,p1udt3293,p1udt3293lv,,POINT(-97.7165489900234 30.4110216848495),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt3294-p1udt3294lv),A,p1udt3294,p1udt3294lv,p1udt3294lv,POINT(-97.7145914143649 30.4147532094071),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3296-p1udt3296lv),ABC,p1udt3296,p1udt3296lv,p1udt3296lv,POINT(-97.7135748076162 30.41688192481),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt3299-p1udt3299lv),ABC,p1udt3299,p1udt3299lv,,POINT(-97.7118221609481 30.4208224901668),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt3310-p1udt3310lv),A,p1udt3310,p1udt3310lv,p1udt3310lv,POINT(-97.70778984752 30.413952295688),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt3311-p1udt3311lv),C,p1udt3311,p1udt3311lv,p1udt3311lv,POINT(-97.7009545318281 30.4154662174841),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3779-p1udt3779lv),ABC,p1udt3779,p1udt3779lv,,POINT(-97.7126160227025 30.4214168107305),300,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.91198,,0.325,1.82396,0,1
tr(r:p1udt3798-p1udt3798lv),A,p1udt3798,p1udt3798lv,p1udt3798lv,POINT(-97.7146766788625 30.4154037377727),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3809-p1udt3809lv),B,p1udt3809,p1udt3809lv,p1udt3809lv,POINT(-97.7029856973603 30.4138083231964),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3810-p1udt3810lv),A,p1udt3810,p1udt3810lv,p1udt3810lv,POINT(-97.7077855753849 30.4164031347931),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt3811-p1udt3811lv),ABC,p1udt3811,p1udt3811lv,p1udt3811lv,POINT(-97.7026502117001 30.4200098293432),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt3871-p1udt3871lv),ABC,p1udt3871,p1udt3871lv,p1udt3871lv,POINT(-97.6992594976432 30.4106130665152),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt4311-p1udt4311lv),ABC,p1udt4311,p1udt4311lv,,POINT(-97.7151881660908 30.4123888094556),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt4312-p1udt4312lv),C,p1udt4312,p1udt4312lv,p1udt4312lv,POINT(-97.7135709787007 30.4131820214941),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt4313-p1udt4313lv),C,p1udt4313,p1udt4313lv,p1udt4313lv,POINT(-97.7139581248115 30.4138264631103),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt4319-p1udt4319lv),C,p1udt4319,p1udt4319lv,p1udt4319lv,POINT(-97.7072761383252 30.4205429562963),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt4334-p1udt4334lv),ABC,p1udt4334,p1udt4334lv,p1udt4334lv,POINT(-97.6998100928027 30.4154098822984),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt4379-p1udt4379lv),B,p1udt4379,p1udt4379lv,p1udt4379lv,POINT(-97.7132369785912 30.4042432847603),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt4381-p1udt4381lv),ABC,p1udt4381,p1udt4381lv,p1udt4381lv,POINT(-97.6989459843021 30.4108072005097),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt4785-p1udt4785lv),C,p1udt4785,p1udt4785lv,p1udt4785lv,POINT(-97.7137044944925 30.4157009040514),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt4794-p1udt4794lv),C,p1udt4794,p1udt4794lv,p1udt4794lv,POINT(-97.7020151748342 30.4108391652304),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt4795-p1udt4795lv),B,p1udt4795,p1udt4795lv,p1udt4795lv,POINT(-97.7029153565564 30.4136179718583),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt4796-p1udt4796lv),ABC,p1udt4796,p1udt4796lv,p1udt4796lv,POINT(-97.7027716033362 30.4158273265947),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt4857-p1udt4857lv),ABC,p1udt4857,p1udt4857lv,,POINT(-97.7187316729114 30.4088956625378),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt4859-p1udt4859lv),ABC,p1udt4859,p1udt4859lv,,POINT(-97.7095963083989 30.4037979771258),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt5314-p1udt5314lv),A,p1udt5314,p1udt5314lv,p1udt5314lv,POINT(-97.7158320553861 30.411162353192),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt5315-p1udt5315lv),ABC,p1udt5315,p1udt5315lv,p1udt5315lv,POINT(-97.7156406225098 30.4120802795526),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt5316-p1udt5316lv),C,p1udt5316,p1udt5316lv,p1udt5316lv,POINT(-97.7160194694377 30.4125052623167),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt5329-p1udt5329lv),C,p1udt5329,p1udt5329lv,p1udt5329lv,POINT(-97.7015101981259 30.4175291377565),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt5330-p1udt5330lv),A,p1udt5330,p1udt5330lv,p1udt5330lv,POINT(-97.6992567288907 30.4122348103295),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt5333-p1udt5333lv),C,p1udt5333,p1udt5333lv,p1udt5333lv,POINT(-97.6980128138463 30.4140717121328),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt5334-p1udt5334lv),ABC,p1udt5334,p1udt5334lv,p1udt5334lv,POINT(-97.6992878996327 30.4148723001019),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt5823-p1udt5823lv),A,p1udt5823,p1udt5823lv,p1udt5823lv,POINT(-97.7147321103341 30.415936382487),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt5824-p1udt5824lv),A,p1udt5824,p1udt5824lv,p1udt5824lv,POINT(-97.7140034080855 30.4159294217705),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt5834-p1udt5834lv),ABC,p1udt5834,p1udt5834lv,p1udt5834lv,POINT(-97.7032710753614 30.4150653800689),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt5835-p1udt5835lv),A,p1udt5835,p1udt5835lv,p1udt5835lv,POINT(-97.7116884779732 30.4170073947306),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt5836-p1udt5836lv),ABC,p1udt5836,p1udt5836lv,p1udt5836lv,POINT(-97.7067915992672 30.4188808975605),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt5838-p1udt5838lv),B,p1udt5838,p1udt5838lv,p1udt5838lv,POINT(-97.7008270699474 30.4140846169563),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt5891-p1udt5891lv),ABC,p1udt5891,p1udt5891lv,,POINT(-97.7170209209382 30.406776519974),1000,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.798815,,0.2,1.59763,0,1
tr(r:p1udt5892-p1udt5892lv),ABC,p1udt5892,p1udt5892lv,,POINT(-97.7087297078652 30.4039969382146),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt6318-p1udt6318lv),B,p1udt6318,p1udt6318lv,p1udt6318lv,POINT(-97.6985588513323 30.4124198592849),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt6319-p1udt6319lv),B,p1udt6319,p1udt6319lv,p1udt6319lv,POINT(-97.7006615778144 30.4124317790155),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt6726-p1udt6726lv),ABC,p1udt6726,p1udt6726lv,,POINT(-97.7143535063897 30.4206271605652),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt6739-p1udt6739lv),C,p1udt6739,p1udt6739lv,p1udt6739lv,POINT(-97.7125013003762 30.4137761849737),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt6742-p1udt6742lv),ABC,p1udt6742,p1udt6742lv,p1udt6742lv,POINT(-97.7137681792591 30.4163174219272),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt6745-p1udt6745lv),ABC,p1udt6745,p1udt6745lv,,POINT(-97.7093074418846 30.421248796563),300,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.91198,,0.325,1.82396,0,1
tr(r:p1udt6754-p1udt6754lv),ABC,p1udt6754,p1udt6754lv,p1udt6754lv,POINT(-97.7036216585623 30.4145272774269),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt6755-p1udt6755lv),A,p1udt6755,p1udt6755lv,p1udt6755lv,POINT(-97.6990433204237 30.41251200015),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt6804-p1udt6804lv),A,p1udt6804,p1udt6804lv,p1udt6804lv,POINT(-97.7147933205362 30.4107427503696),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt6805-p1udt6805lv),C,p1udt6805,p1udt6805lv,p1udt6805lv,POINT(-97.7017519495748 30.4102771279757),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt6807-p1udt6807lv),ABC,p1udt6807,p1udt6807lv,,POINT(-97.699451414938 30.4092136833087),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt7181-p1udt7181lv),ABC,p1udt7181,p1udt7181lv,p1udt7181lv,POINT(-97.7143449607227 30.4114791819995),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt7182-p1udt7182lv),C,p1udt7182,p1udt7182lv,p1udt7182lv,POINT(-97.7140107392038 30.4119203992054),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt7187-p1udt7187lv),ABC,p1udt7187,p1udt7187lv,,POINT(-97.7107595821443 30.4224541699068),100,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.805475,,0.62,1.61095,0,1
tr(r:p1udt7201-p1udt7201lv),ABC,p1udt7201,p1udt7201lv,,POINT(-97.7049572120623 30.4122065257906),100,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.805475,,0.62,1.61095,0,1
tr(r:p1udt7202-p1udt7202lv),B,p1udt7202,p1udt7202lv,p1udt7202lv,POINT(-97.7015303163145 30.41286449805),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt7203-p1udt7203lv),ABC,p1udt7203,p1udt7203lv,,POINT(-97.7094553482175 30.4131747524553),1000,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.798815,,0.2,1.59763,0,1
tr(r:p1udt7204-p1udt7204lv),C,p1udt7204,p1udt7204lv,p1udt7204lv,POINT(-97.7125314792595 30.4138575173387),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt7205-p1udt7205lv),A,p1udt7205,p1udt7205lv,p1udt7205lv,POINT(-97.711920924532 30.4165623557957),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt7208-p1udt7208lv),B,p1udt7208,p1udt7208lv,p1udt7208lv,POINT(-97.7001004746416 30.4121683430292),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt7257-p1udt7257lv),ABC,p1udt7257,p1udt7257lv,,POINT(-97.7118329158434 30.4070773375663),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt7620-p1udt7620lv),B,p1udt7620,p1udt7620lv,p1udt7620lv,POINT(-97.7013368620967 30.4133227420537),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt8030-p1udt8030lv),ABC,p1udt8030,p1udt8030lv,,POINT(-97.7101733864931 30.4127576193971),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt8031-p1udt8031lv),A,p1udt8031,p1udt8031lv,p1udt8031lv,POINT(-97.7021768172145 30.4151446977053),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8032-p1udt8032lv),ABC,p1udt8032,p1udt8032lv,,POINT(-97.7061182167048 30.4184371094343),100,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.805475,,0.62,1.61095,0,1
tr(r:p1udt8034-p1udt8034lv),C,p1udt8034,p1udt8034lv,p1udt8034lv,POINT(-97.7010820545492 30.4152691540087),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8073-p1udt8073lv),ABC,p1udt8073,p1udt8073lv,,POINT(-97.702822189943 30.4091265653824),500,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.73225,,0.266,1.4645,0,1
tr(r:p1udt8074-p1udt8074lv),ABC,p1udt8074,p1udt8074lv,,POINT(-97.7025277926649 30.4101342062821),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt8077-p1udt8077lv),ABC,p1udt8077,p1udt8077lv,p1udt8077lv,POINT(-97.6995945672371 30.4091666438936),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8420-p1udt8420lv),ABC,p1udt8420,p1udt8420lv,p1udt8420lv,POINT(-97.7169943533177 30.4119915156844),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8421-p1udt8421lv),C,p1udt8421,p1udt8421lv,p1udt8421lv,POINT(-97.7134799861272 30.4153558209016),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8425-p1udt8425lv),B,p1udt8425,p1udt8425lv,p1udt8425lv,POINT(-97.7132560563338 30.4165536625133),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt8427-p1udt8427lv),ABC,p1udt8427,p1udt8427lv,p1udt8427lv,POINT(-97.7131333168272 30.4200268788342),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8436-p1udt8436lv),B,p1udt8436,p1udt8436lv,p1udt8436lv,POINT(-97.702440673819 30.4133066863478),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8437-p1udt8437lv),B,p1udt8437,p1udt8437lv,p1udt8437lv,POINT(-97.7018897563537 30.4140230039305),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt8438-p1udt8438lv),ABC,p1udt8438,p1udt8438lv,p1udt8438lv,POINT(-97.7093672809299 30.4141011287896),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8439-p1udt8439lv),ABC,p1udt8439,p1udt8439lv,p1udt8439lv,POINT(-97.7025696488221 30.4161411213429),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt8440-p1udt8440lv),B,p1udt8440,p1udt8440lv,p1udt8440lv,POINT(-97.7005188506737 30.4129897785131),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8489-p1udt8489lv),ABC,p1udt8489,p1udt8489lv,,POINT(-97.7128787159112 30.405367620829),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt8490-p1udt8490lv),ABC,p1udt8490,p1udt8490lv,,POINT(-97.7087434561474 30.4046492447991),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt8809-p1udt8809lv),ABC,p1udt8809,p1udt8809lv,p1udt8809lv,POINT(-97.7151087611832 30.4115432234052),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt8818-p1udt8818lv),C,p1udt8818,p1udt8818lv,p1udt8818lv,POINT(-97.7120293964906 30.413127973708),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt8819-p1udt8819lv),B,p1udt8819,p1udt8819lv,p1udt8819lv,POINT(-97.7009758023996 30.4138603528002),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt8855-p1udt8855lv),ABC,p1udt8855,p1udt8855lv,,POINT(-97.7205364782107 30.4088445269859),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt8858-p1udt8858lv),ABC,p1udt8858,p1udt8858lv,,POINT(-97.7087523050004 30.4038618177332),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt9189-p1udt9189lv),ABC,p1udt9189,p1udt9189lv,,POINT(-97.7177877633382 30.411024832813),1000,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.798815,,0.2,1.59763,0,1
tr(r:p1udt9192-p1udt9192lv),ABC,p1udt9192,p1udt9192lv,,POINT(-97.7025361985117 30.420845532301),75,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.87204,,0.6,1.74408,0,1
tr(r:p1udt9198-p1udt9198lv),C,p1udt9198,p1udt9198lv,p1udt9198lv,POINT(-97.7012711089238 30.414960278087),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt9242-p1udt9242lv),ABC,p1udt9242,p1udt9242lv,,POINT(-97.7144226934188 30.4059940966687),150,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,1.0784,,0.516667,2.1568,0,1
tr(r:p1udt9591-p1udt9591lv),ABC,p1udt9591,p1udt9591lv,p1udt9591lv,POINT(-97.7164697610282 30.4116450511133),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt9592-p1udt9592lv),C,p1udt9592,p1udt9592lv,p1udt9592lv,POINT(-97.7128184286527 30.4132237039703),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt9601-p1udt9601lv),C,p1udt9601,p1udt9601lv,p1udt9601lv,POINT(-97.7126110399454 30.4141472452927),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
