load_name,phase_code,bus,geometry,connection_type,real_power_value,real_power_units,reactive_power_value,reactive_power_units,z_real,z_imag,i_real,i_imag,p_real,p_imag,num_customers,in_service
load_p1ulv18600_1,S1,p1ulv18600,POINT(-97.7031326248023 30.4137194734489),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18600_2,S2,p1ulv18600,POINT(-97.7031326248023 30.4137194734489),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18601_1,S1,p1ulv18601,POINT(-97.6992329271734 30.4110459924657),STAR,3.1344903566065,kilowatt,1.18892731350049,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18601_2,S2,p1ulv18601,POINT(-97.6992329271734 30.4110459924657),STAR,3.1344903566065,kilowatt,1.18892731350049,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18602_1,S1,p1ulv18602,POINT(-97.7007341966156 30.4116654746521),STAR,8.80071827771889,kilowatt,0.93330921471233,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18602_2,S2,p1ulv18602,POINT(-97.7007341966156 30.4116654746521),STAR,8.80071827771889,kilowatt,0.93330921471233,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18603_1,S1,p1ulv18603,POINT(-97.6994737669129 30.4117251092569),STAR,11.9088887867377,kilowatt,3.90171032747712,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18603_2,S2,p1ulv18603,POINT(-97.6994737669129 30.4117251092569),STAR,11.9088887867377,kilowatt,3.90171032747712,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18696,ABC,p1ulv18696,POINT(-97.7090806963203 30.405010976368),STAR,13.4613350103196,kilowatt,3.18556197450935,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18696,ABC,p1ulv18696,POINT(-97.7090806963203 30.405010976368),STAR,13.4613350103196,kilowatt,3.18556197450935,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18696,ABC,p1ulv18696,POINT(-97.7090806963203 30.405010976368),STAR,13.4613350103196,kilowatt,3.18556197450935,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18697,ABC,p1ulv18697,POINT(-97.7120310228802 30.4067786989303),STAR,17.214824184812,kilowatt,3.51891410540613,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18697,ABC,p1ulv18697,POINT(-97.7120310228802 30.4067786989303),STAR,17.214824184812,kilowatt,3.51891410540613,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18697,ABC,p1ulv18697,POINT(-97.7120310228802 30.4067786989303),STAR,17.214824184812,kilowatt,3.51891410540613,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18698_1,S1,p1ulv18698,POINT(-97.7008615992142 30.4106922686243),STAR,3.5398807150625,kilowatt,1.29799280920589,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv18698_2,S2,p1ulv18698,POINT(-97.7008615992142 30.4106922686243),STAR,3.5398807150625,kilowatt,1.29799280920589,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19232_1,S1,p1ulv19232,POINT(-97.7144526838308 30.4213655634405),STAR,5.25736138958449,kilowatt,1.3610158238998,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19232_2,S2,p1ulv19232,POINT(-97.7144526838308 30.4213655634405),STAR,5.25736138958449,kilowatt,1.3610158238998,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19243_1,S1,p1ulv19243,POINT(-97.7140955625416 30.4144595128332),STAR,5.88165808837383,kilowatt,1.69027504739921,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19243_2,S2,p1ulv19243,POINT(-97.7140955625416 30.4144595128332),STAR,5.88165808837383,kilowatt,1.69027504739921,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19245_1,S1,p1ulv19245,POINT(-97.7148711766538 30.4156491527729),STAR,4.84056031155858,kilowatt,1.4249108881456,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19245_2,S2,p1ulv19245,POINT(-97.7148711766538 30.4156491527729),STAR,4.84056031155858,kilowatt,1.4249108881456,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19250,ABC,p1ulv19250,POINT(-97.7108717526037 30.4221152433042),STAR,18.5318740431382,kilowatt,4.54292713692872,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19250,ABC,p1ulv19250,POINT(-97.7108717526037 30.4221152433042),STAR,18.5318740431382,kilowatt,4.54292713692872,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19250,ABC,p1ulv19250,POINT(-97.7108717526037 30.4221152433042),STAR,18.5318740431382,kilowatt,4.54292713692872,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19264_1,S1,p1ulv19264,POINT(-97.7020492960182 30.4114078673725),STAR,8.73402497658672,kilowatt,0.693184110513185,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19264_2,S2,p1ulv19264,POINT(-97.7020492960182 30.4114078673725),STAR,8.73402497658672,kilowatt,0.693184110513185,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19265_1,S1,p1ulv19265,POINT(-97.7121194862733 30.4135196972441),STAR,3.01006275392402,kilowatt,0.853145039119879,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19265_2,S2,p1ulv19265,POINT(-97.7121194862733 30.4135196972441),STAR,3.01006275392402,kilowatt,0.853145039119879,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19266_1,S1,p1ulv19266,POINT(-97.7019989887613 30.4136360248757),STAR,9.47293688562851,kilowatt,1.29174997598018,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19266_2,S2,p1ulv19266,POINT(-97.7019989887613 30.4136360248757),STAR,9.47293688562851,kilowatt,1.29174997598018,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19267_1,S1,p1ulv19267,POINT(-97.7113315752023 30.4180233814865),STAR,6.6458713977329,kilowatt,1.70771465500448,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19267_2,S2,p1ulv19267,POINT(-97.7113315752023 30.4180233814865),STAR,6.6458713977329,kilowatt,1.70771465500448,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19268_1,S1,p1ulv19268,POINT(-97.6998184555409 30.4116383131026),STAR,11.1566647180742,kilowatt,1.04186568426022,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19268_2,S2,p1ulv19268,POINT(-97.6998184555409 30.4116383131026),STAR,11.1566647180742,kilowatt,1.04186568426022,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19270_1,S1,p1ulv19270,POINT(-97.7010650667694 30.4149801719795),STAR,6.90651878857848,kilowatt,0.292326188055279,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19270_2,S2,p1ulv19270,POINT(-97.7010650667694 30.4149801719795),STAR,6.90651878857848,kilowatt,0.292326188055279,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19271_1,S1,p1ulv19271,POINT(-97.7000114634712 30.415141120398),STAR,8.15719193317351,kilowatt,2.25787255634724,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19271_2,S2,p1ulv19271,POINT(-97.7000114634712 30.415141120398),STAR,8.15719193317351,kilowatt,2.25787255634724,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19361,ABC,p1ulv19361,POINT(-97.6999666784046 30.4098803227317),STAR,31.137568853312,kilowatt,5.57247215045746,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19361,ABC,p1ulv19361,POINT(-97.6999666784046 30.4098803227317),STAR,31.137568853312,kilowatt,5.57247215045746,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19361,ABC,p1ulv19361,POINT(-97.6999666784046 30.4098803227317),STAR,31.137568853312,kilowatt,5.57247215045746,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19887_1,S1,p1ulv19887,POINT(-97.714494646122 30.4110166848199),STAR,9.26804245123201,kilowatt,0.900981903106328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19887_2,S2,p1ulv19887,POINT(-97.714494646122 30.4110166848199),STAR,9.26804245123201,kilowatt,0.900981903106328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19890_1,S1,p1ulv10402,POINT(-97.7131090289146 30.4166513852341),STAR,6.6458713977329,kilowatt,1.70771465500448,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19890_2,S2,p1ulv10402,POINT(-97.7131090289146 30.4166513852341),STAR,6.6458713977329,kilowatt,1.70771465500448,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19906_1,S1,p1ulv19906,POINT(-97.7021823192811 30.410795631962),STAR,11.1566647180742,kilowatt,1.04186568426022,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19906_2,S2,p1ulv19906,POINT(-97.7021823192811 30.410795631962),STAR,11.1566647180742,kilowatt,1.04186568426022,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19907_1,S1,p1ulv19907,POINT(-97.7022688361096 30.4152718528202),STAR,11.1683040251683,kilowatt,0.603015146289691,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19907_2,S2,p1ulv19907,POINT(-97.7022688361096 30.4152718528202),STAR,11.1683040251683,kilowatt,0.603015146289691,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19909_1,S1,p1ulv19909,POINT(-97.6996942736636 30.4131529238804),STAR,25.0233675168577,kilowatt,12.0874410570667,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19909_2,S2,p1ulv19909,POINT(-97.6996942736636 30.4131529238804),STAR,25.0233675168577,kilowatt,12.0874410570667,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19910_1,S1,p1ulv19910,POINT(-97.7010222079998 30.4134999897466),STAR,4.12835301025185,kilowatt,1.04870359726079,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19910_2,S2,p1ulv19910,POINT(-97.7010222079998 30.4134999897466),STAR,4.12835301025185,kilowatt,1.04870359726079,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19911_1,S1,p1ulv19911,POINT(-97.7011498938118 30.4148637181957),STAR,4.64558829726839,kilowatt,1.50964375786049,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19911_2,S2,p1ulv19911,POINT(-97.7011498938118 30.4148637181957),STAR,4.64558829726839,kilowatt,1.50964375786049,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19912_1,S1,p1ulv19912,POINT(-97.7001508490507 30.4148357296536),STAR,4.46749822326304,kilowatt,0.835926620752644,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv19912_2,S2,p1ulv19912,POINT(-97.7001508490507 30.4148357296536),STAR,4.46749822326304,kilowatt,0.835926620752644,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20538_1,S1,p1ulv20538,POINT(-97.7127396628356 30.4130656441913),STAR,6.81084282834994,kilowatt,0.720686719164344,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20538_2,S2,p1ulv20538,POINT(-97.7127396628356 30.4130656441913),STAR,6.81084282834994,kilowatt,0.720686719164344,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20539_1,S1,p1ulv20539,POINT(-97.71442286047 30.4141108419703),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20539_2,S2,p1ulv20539,POINT(-97.71442286047 30.4141108419703),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20542_1,S1,p1ulv20542,POINT(-97.7099169162725 30.4210952448869),STAR,2.1798553955897,kilowatt,0.63667799495299,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20542_2,S2,p1ulv20542,POINT(-97.7099169162725 30.4210952448869),STAR,2.1798553955897,kilowatt,0.63667799495299,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20552,ABC,p1ulv20552,POINT(-97.7096246242802 30.4132424221014),STAR,56.8743434060661,kilowatt,20.0247851432912,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20552,ABC,p1ulv20552,POINT(-97.7096246242802 30.4132424221014),STAR,56.8743434060661,kilowatt,20.0247851432912,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20552,ABC,p1ulv20552,POINT(-97.7096246242802 30.4132424221014),STAR,56.8743434060661,kilowatt,20.0247851432912,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20553_1,S1,p1ulv20553,POINT(-97.7018012359776 30.4144190512904),STAR,6.6458713977329,kilowatt,1.70771465500448,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20553_2,S2,p1ulv20553,POINT(-97.7018012359776 30.4144190512904),STAR,6.6458713977329,kilowatt,1.70771465500448,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20554_1,S1,p1ulv20554,POINT(-97.6985405722862 30.4135265772845),STAR,16.511978530117,kilowatt,4.34420408031425,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20554_2,S2,p1ulv20554,POINT(-97.6985405722862 30.4135265772845),STAR,16.511978530117,kilowatt,4.34420408031425,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20555_1,S1,p1ulv20555,POINT(-97.6986341044395 30.4138100555516),STAR,12.2663089834026,kilowatt,0.395719225501206,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20555_2,S2,p1ulv20555,POINT(-97.6986341044395 30.4138100555516),STAR,12.2663089834026,kilowatt,0.395719225501206,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1umv24,ABC,p1umv24,POINT(-97.7154236419182 30.4022803467702),STAR,540.860113943238,kilowatt,60.7398446146463,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1umv24,ABC,p1umv24,POINT(-97.7154236419182 30.4022803467702),STAR,540.860113943238,kilowatt,60.7398446146463,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1umv24,ABC,p1umv24,POINT(-97.7154236419182 30.4022803467702),STAR,540.860113943238,kilowatt,60.7398446146463,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20627,ABC,p1ulv20627,POINT(-97.7166569359362 30.4056783314441),STAR,20.0379519534481,kilowatt,5.16019150432736,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20627,ABC,p1ulv20627,POINT(-97.7166569359362 30.4056783314441),STAR,20.0379519534481,kilowatt,5.16019150432736,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20627,ABC,p1ulv20627,POINT(-97.7166569359362 30.4056783314441),STAR,20.0379519534481,kilowatt,5.16019150432736,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20629,ABC,p1ulv20629,POINT(-97.7108103954811 30.4069832038329),STAR,10.4104151651004,kilowatt,3.39477405060502,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20629,ABC,p1ulv20629,POINT(-97.7108103954811 30.4069832038329),STAR,10.4104151651004,kilowatt,3.39477405060502,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20629,ABC,p1ulv20629,POINT(-97.7108103954811 30.4069832038329),STAR,10.4104151651004,kilowatt,3.39477405060502,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20631_1,S1,p1ulv20631,POINT(-97.6994297355288 30.4103351436431),STAR,15.7746355808513,kilowatt,2.64363164716496,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv20631_2,S2,p1ulv20631,POINT(-97.6994297355288 30.4103351436431),STAR,15.7746355808513,kilowatt,2.64363164716496,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21209_1,S1,p1ulv21209,POINT(-97.711511286741 30.4170236116955),STAR,6.52369249977109,kilowatt,1.71312450071965,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21209_2,S2,p1ulv21209,POINT(-97.711511286741 30.4170236116955),STAR,6.52369249977109,kilowatt,1.71312450071965,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21808,ABC,p1ulv21808,POINT(-97.7157775304988 30.4113512984667),STAR,24.6169600454249,kilowatt,6.37224272194357,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21808,ABC,p1ulv21808,POINT(-97.7157775304988 30.4113512984667),STAR,24.6169600454249,kilowatt,6.37224272194357,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21808,ABC,p1ulv21808,POINT(-97.7157775304988 30.4113512984667),STAR,24.6169600454249,kilowatt,6.37224272194357,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21810_1,S1,p1ulv21810,POINT(-97.7125612498111 30.4155542113489),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21810_2,S2,p1ulv21810,POINT(-97.7125612498111 30.4155542113489),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21828_1,S1,p1ulv21828,POINT(-97.7016078151307 30.4164472805767),STAR,8.42907204440954,kilowatt,2.12598446143208,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21828_2,S2,p1ulv21828,POINT(-97.7016078151307 30.4164472805767),STAR,8.42907204440954,kilowatt,2.12598446143208,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21829_1,S1,p1ulv21829,POINT(-97.7010918243357 30.4111157995713),STAR,14.882741064843,kilowatt,2.34971253338033,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21829_2,S2,p1ulv21829,POINT(-97.7010918243357 30.4111157995713),STAR,14.882741064843,kilowatt,2.34971253338033,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21830_1,S1,p1ulv21830,POINT(-97.7010075752425 30.4114606679436),STAR,7.98946983700482,kilowatt,1.09296524077587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21830_2,S2,p1ulv21830,POINT(-97.7010075752425 30.4114606679436),STAR,7.98946983700482,kilowatt,1.09296524077587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21831_1,S1,p1ulv21831,POINT(-97.6999810571348 30.4127226804544),STAR,10.9898986270298,kilowatt,1.43195133603104,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21831_2,S2,p1ulv21831,POINT(-97.6999810571348 30.4127226804544),STAR,10.9898986270298,kilowatt,1.43195133603104,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21898_1,S1,p1ulv21898,POINT(-97.6991676032075 30.4104768988006),STAR,6.93329892708459,kilowatt,1.87115534329862,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21898_2,S2,p1ulv21898,POINT(-97.6991676032075 30.4104768988006),STAR,6.93329892708459,kilowatt,1.87115534329862,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21899_1,S1,p1ulv21899,POINT(-97.7012266227896 30.4106417625977),STAR,6.09598056649724,kilowatt,1.90446825986651,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv21899_2,S2,p1ulv21899,POINT(-97.7012266227896 30.4106417625977),STAR,6.09598056649724,kilowatt,1.90446825986651,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22407_1,S1,p1ulv22407,POINT(-97.7138216124044 30.4139154389434),STAR,11.7724173390944,kilowatt,3.07525103430468,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22407_2,S2,p1ulv22407,POINT(-97.7138216124044 30.4139154389434),STAR,11.7724173390944,kilowatt,3.07525103430468,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22427_1,S1,p1ulv22427,POINT(-97.701873700938 30.4128768552975),STAR,3.6058205372004,kilowatt,1.21181261025594,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22427_2,S2,p1ulv22427,POINT(-97.701873700938 30.4128768552975),STAR,3.6058205372004,kilowatt,1.21181261025594,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22428_1,S1,p1ulv22428,POINT(-97.7028183789078 30.4154397263346),STAR,9.76990979831261,kilowatt,0.672976671649267,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22428_2,S2,p1ulv22428,POINT(-97.7028183789078 30.4154397263346),STAR,9.76990979831261,kilowatt,0.672976671649267,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22429_1,S1,p1ulv22429,POINT(-97.7000423026219 30.4112435342358),STAR,17.7938829355434,kilowatt,3.29787459852864,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv22429_2,S2,p1ulv22429,POINT(-97.7000423026219 30.4112435342358),STAR,17.7938829355434,kilowatt,3.29787459852864,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23072,ABC,p1ulv23072,POINT(-97.7105243690972 30.4208215364098),STAR,18.5318740431382,kilowatt,4.54292713692872,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23072,ABC,p1ulv23072,POINT(-97.7105243690972 30.4208215364098),STAR,18.5318740431382,kilowatt,4.54292713692872,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23072,ABC,p1ulv23072,POINT(-97.7105243690972 30.4208215364098),STAR,18.5318740431382,kilowatt,4.54292713692872,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23073,ABC,p1ulv23073,POINT(-97.7118523097231 30.4219715334693),STAR,11.1921332571236,kilowatt,3.79296230386919,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23073,ABC,p1ulv23073,POINT(-97.7118523097231 30.4219715334693),STAR,11.1921332571236,kilowatt,3.79296230386919,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23073,ABC,p1ulv23073,POINT(-97.7118523097231 30.4219715334693),STAR,11.1921332571236,kilowatt,3.79296230386919,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23085_1,S1,p1ulv23085,POINT(-97.7026184950614 30.413236151607),STAR,3.70743060966586,kilowatt,1.20765618589769,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23085_2,S2,p1ulv23085,POINT(-97.7026184950614 30.413236151607),STAR,3.70743060966586,kilowatt,1.20765618589769,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23708_1,S1,p1ulv23708,POINT(-97.7127246962271 30.4173784526171),STAR,4.64558829726839,kilowatt,1.50964375786049,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23708_2,S2,p1ulv23708,POINT(-97.7127246962271 30.4173784526171),STAR,4.64558829726839,kilowatt,1.50964375786049,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23709_1,S1,p1ulv23709,POINT(-97.7135263298533 30.4197593817317),STAR,6.52369249977109,kilowatt,1.71312450071965,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23709_2,S2,p1ulv23709,POINT(-97.7135263298533 30.4197593817317),STAR,6.52369249977109,kilowatt,1.71312450071965,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23723_1,S1,p1ulv23723,POINT(-97.7024600223606 30.4149850201719),STAR,6.22909580703869,kilowatt,1.60310224806142,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23723_2,S2,p1ulv23723,POINT(-97.7024600223606 30.4149850201719),STAR,6.22909580703869,kilowatt,1.60310224806142,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23724_1,S1,p1ulv23724,POINT(-97.7110532178182 30.4186071228975),STAR,3.0774317144914,kilowatt,1.1570654930071,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23724_2,S2,p1ulv23724,POINT(-97.7110532178182 30.4186071228975),STAR,3.0774317144914,kilowatt,1.1570654930071,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23725_1,S1,p1ulv23725,POINT(-97.7011165769967 30.4118768059655),STAR,10.9646563061665,kilowatt,0.249133653421984,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23725_2,S2,p1ulv23725,POINT(-97.7011165769967 30.4118768059655),STAR,10.9646563061665,kilowatt,0.249133653421984,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23726_1,S1,p1ulv23726,POINT(-97.6998749343474 30.4128750130709),STAR,7.68956294595171,kilowatt,1.80729458746307,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23726_2,S2,p1ulv23726,POINT(-97.6998749343474 30.4128750130709),STAR,7.68956294595171,kilowatt,1.80729458746307,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23727_1,S1,p1ulv23727,POINT(-97.7005151803031 30.41562434868),STAR,3.14777682370603,kilowatt,0.975288552900716,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv23727_2,S2,p1ulv23727,POINT(-97.7005151803031 30.41562434868),STAR,3.14777682370603,kilowatt,0.975288552900716,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv24371_1,S1,p1ulv24371,POINT(-97.716394391114 30.4114233609076),STAR,2.97975056098014,kilowatt,0.273806085329578,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv24371_2,S2,p1ulv24371,POINT(-97.716394391114 30.4114233609076),STAR,2.97975056098014,kilowatt,0.273806085329578,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv24372,ABC,p1ulv24372,POINT(-97.7148329439533 30.4122110416844),STAR,11.9867645177892,kilowatt,4.58707009091639,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv24372,ABC,p1ulv24372,POINT(-97.7148329439533 30.4122110416844),STAR,11.9867645177892,kilowatt,4.58707009091639,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
