branch_name,phase_code,from_bus,to_bus,equipment,length_value_original,length_units_original,length_km,geometry,r11,r22,r33,x11,x22,x33,ampacity_value,construction,in_service
l(r:p1udt16480lv-p1ulv26881),S1S2,p1udt16480lv,p1ulv26881,1p_ug_al_1/0_brenau_2,0.0171068,kilometer,0.0171068,"LINESTRING(-97.7178615740191 30.4321634841557, -97.7178744861094 30.4319830941149)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16484lv-p1ulv26887),S1S2,p1udt16484lv,p1ulv26887,1p_ug_al_1/0_brenau_2,0.0164916,kilometer,0.0164916,"LINESTRING(-97.7261838927846 30.4215640853973, -97.7263718826173 30.4215004422749)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50343-p1ulv30028),S1S2,p1udm50343,p1ulv30028,1p_ug_al_1/0_brenau_2,0.016256,kilometer,0.016256,"LINESTRING(-97.7262145602842 30.4215891366307, -97.7263915307411 30.4215908633267)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50343-p1udt16484lv),S1S2,p1udt16484lv,p1udm50343,1p_ug_al_1/0_brenau_2,0.00941746,kilometer,0.00941746,"LINESTRING(-97.7261838927846 30.4215640853973, -97.7262145602842 30.4215891366307)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50344-p1ulv42048),S1S2,p1udm50344,p1ulv42048,1p_ug_al_1/0_brenau_2,0.0157209,kilometer,0.0157209,"LINESTRING(-97.7262167285107 30.4214262486866, -97.7263360319434 30.4213314928486)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50344-p1udt16484lv),S1S2,p1udt16484lv,p1udm50344,1p_ug_al_1/0_brenau_2,0.0188332,kilometer,0.0188332,"LINESTRING(-97.7261838927846 30.4215640853973, -97.7262167285107 30.4214262486866)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50346-p1ulv26891),S1S2,p1udm50346,p1ulv26891,1p_ug_al_1/0_brenau_2,0.0142138,kilometer,0.0142138,"LINESTRING(-97.7293147733486 30.4241818652896, -97.7291686781103 30.424207511872)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50346-p1ulv32549),S1S2,p1udm50346,p1ulv32549,1p_ug_al_1/0_brenau_2,0.0172725,kilometer,0.0172725,"LINESTRING(-97.7293147733486 30.4241818652896, -97.7294915148616 30.4242016315148)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50346-p1ulv45230),S1S2,p1udm50346,p1ulv45230,1p_ug_al_1/0_brenau_2,0.0175198,kilometer,0.0175198,"LINESTRING(-97.7293147733486 30.4241818652896, -97.7294922163711 30.4241475007167)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50346-p1udt16486lv),S1S2,p1udt16486lv,p1udm50346,1p_ug_al_4/0_sweetbriar_2,0.0190287,kilometer,0.0190287,"LINESTRING(-97.729299308297 30.4243787579186, -97.7293147733486 30.4241818652896)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm50348-p1ulv41422),S1S2,p1udm50348,p1ulv41422,1p_ug_al_1/0_brenau_2,0.0184277,kilometer,0.0184277,"LINESTRING(-97.729367296093 30.4249493261929, -97.7295646259642 30.4249873386243)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50348-p1udt16486lv),S1S2,p1udt16486lv,p1udm50348,1p_ug_al_1/0_brenau_2,0.0666117,kilometer,0.0666117,"LINESTRING(-97.729299308297 30.4243787579186, -97.729367296093 30.4249493261929)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16490lv-p1ulv26900),S1S2,p1udt16490lv,p1ulv26900,1p_ug_al_4/0_sweetbriar_2,0.022509,kilometer,0.022509,"LINESTRING(-97.7278885195855 30.414572708963, -97.728035896483 30.4144156101184)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt16491lv-p1ulv26903),S1S2,p1udt16491lv,p1ulv26903,1p_oh_al_2/0_rucina_2,0.0116389,kilometer,0.0116389,"LINESTRING(-97.7229236440735 30.4115443602921, -97.7230045279847 30.4114520858216)",0.716633333333333,0.716633333333333,,0.288833333333333,0.288833333333333,,115,OVERHEAD,1
l(r:p1udm50818-p1ulv27521),S1S2,p1udm50818,p1ulv27521,1p_ug_al_1/0_brenau_2,0.014332,kilometer,0.014332,"LINESTRING(-97.717014008264 30.4309009124561, -97.7169708290247 30.4310177857932)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50818-p1ulv63199),S1S2,p1udm50818,p1ulv63199,1p_ug_al_1/0_brenau_2,0.0151879,kilometer,0.0151879,"LINESTRING(-97.717014008264 30.4309009124561, -97.7171059156786 30.430763636128)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50818-p1udt16706lv),S1S2,p1udt16706lv,p1udm50818,1p_ug_al_4/0_sweetbriar_2,0.0199493,kilometer,0.0199493,"LINESTRING(-97.717160125919 30.4309553816962, -97.717014008264 30.4309009124561)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm50819-p1ulv32545),S1S2,p1udm50819,p1ulv32545,1p_ug_al_1/0_brenau_2,0.0152058,kilometer,0.0152058,"LINESTRING(-97.717293569739 30.4310209580256, -97.7173886854329 30.4309136178752)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50819-p1ulv37633),S1S2,p1udm50819,p1ulv37633,1p_ug_al_1/0_brenau_2,0.0150553,kilometer,0.0150553,"LINESTRING(-97.717293569739 30.4310209580256, -97.7171984538349 30.4311282980991)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50821-p1ulv60664),S1S2,p1udm50821,p1ulv60664,1p_ug_al_1/0_brenau_2,0.0144607,kilometer,0.0144607,"LINESTRING(-97.7173866783437 30.4310669875846, -97.7174610900703 30.4309504210117)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50819-p1udm50821),S1S2,p1udm50819,p1udm50821,1p_ug_al_1/0_brenau_2,0.00997025,kilometer,0.00997025,"LINESTRING(-97.717293569739 30.4310209580256, -97.7173866783437 30.4310669875846)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50819-p1udt16706lv),S1S2,p1udt16706lv,p1udm50819,1p_ug_al_4/0_sweetbriar_2,0.00996561,kilometer,0.00996561,"LINESTRING(-97.717160125919 30.4309553816962, -97.717293569739 30.4310209580256)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt16708lv-p1ulv33898),S1S2,p1udt16708lv,p1ulv33898,1p_ug_al_1/0_brenau_2,0.0145337,kilometer,0.0145337,"LINESTRING(-97.7118512045689 30.4296020752349, -97.7118962179605 30.4294491190731)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50824-p1ulv27525),S1S2,p1udm50824,p1ulv27525,1p_ug_al_1/0_brenau_2,0.0175693,kilometer,0.0175693,"LINESTRING(-97.711887235536 30.4296142787535, -97.7117743818472 30.4297603674747)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50824-p1udt16708lv),S1S2,p1udt16708lv,p1udm50824,1p_ug_al_1/0_brenau_2,0.00934768,kilometer,0.00934768,"LINESTRING(-97.7118512045689 30.4296020752349, -97.711887235536 30.4296142787535)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16714lv-p1ulv52088),S1S2,p1udt16714lv,p1ulv52088,1p_ug_al_1/0_brenau_2,0.0144936,kilometer,0.0144936,"LINESTRING(-97.7151502429696 30.4274182927111, -97.715281165857 30.4275392050407)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50837-p1ulv30662),S1S2,p1udm50837,p1ulv30662,1p_ug_al_1/0_brenau_2,0.0164425,kilometer,0.0164425,"LINESTRING(-97.7151859180384 30.4273820419498, -97.7150304686794 30.4273263742765)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50836-p1ulv27540),S1S2,p1udm50836,p1ulv27540,1p_ug_al_1/0_brenau_2,0.0145821,kilometer,0.0145821,"LINESTRING(-97.7152389169793 30.4273103803505, -97.7153628981876 30.4273837838927)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50836-p1udm50837),S1S2,p1udm50837,p1udm50836,1p_ug_al_1/0_brenau_2,0.00988082,kilometer,0.00988082,"LINESTRING(-97.7151859180384 30.4273820419498, -97.7152389169793 30.4273103803505)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50837-p1udt16714lv),S1S2,p1udt16714lv,p1udm50837,1p_ug_al_4/0_sweetbriar_2,0.00987618,kilometer,0.00987618,"LINESTRING(-97.7151502429696 30.4274182927111, -97.7151859180384 30.4273820419498)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm50838-p1ulv44620),S1S2,p1udm50838,p1ulv44620,1p_ug_al_1/0_brenau_2,0.0169272,kilometer,0.0169272,"LINESTRING(-97.7150900940137 30.4275435110462, -97.7149454098844 30.427460880517)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50838-p1udt16714lv),S1S2,p1udt16714lv,p1udm50838,1p_ug_al_1/0_brenau_2,0.00987618,kilometer,0.00987618,"LINESTRING(-97.7151502429696 30.4274182927111, -97.7150900940137 30.4275435110462)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50840-p1ulv27545),S1S2,p1udm50840,p1ulv27545,1p_ug_al_1/0_brenau_2,0.0171802,kilometer,0.0171802,"LINESTRING(-97.7129786088591 30.428966373048, -97.7128728427208 30.4290916507359)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50840-p1udt16715lv),S1S2,p1udt16715lv,p1udm50840,1p_ug_al_1/0_brenau_2,0.0086537,kilometer,0.0086537,"LINESTRING(-97.7128275705465 30.4289319880503, -97.7129786088591 30.428966373048)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50841-p1ulv42648),S1S2,p1udm50841,p1ulv42648,1p_ug_al_1/0_brenau_2,0.0113925,kilometer,0.0113925,"LINESTRING(-97.7128339245447 30.4288837401862, -97.7129181582403 30.4288123876129)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm50841-p1udt16715lv),S1S2,p1udt16715lv,p1udm50841,1p_ug_al_1/0_brenau_2,0.00814461,kilometer,0.00814461,"LINESTRING(-97.7128275705465 30.4289319880503, -97.7128339245447 30.4288837401862)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16934lv-p1ulv33883),S1S2,p1udt16934lv,p1ulv33883,1p_ug_al_1/0_brenau_2,0.0161631,kilometer,0.0161631,"LINESTRING(-97.7125866515617 30.4286738334331, -97.7126407414969 30.4285299417513)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16934lv-p1ulv44638),S1S2,p1udt16934lv,p1ulv44638,1p_ug_al_1/0_brenau_2,0.0146602,kilometer,0.0146602,"LINESTRING(-97.7125866515617 30.4286738334331, -97.7124298016382 30.4287353878367)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51292-p1ulv28173),S1S2,p1udm51292,p1ulv28173,1p_ug_al_1/0_brenau_2,0.0172258,kilometer,0.0172258,"LINESTRING(-97.7124734591465 30.4285824291547, -97.7125998096231 30.4284754006172)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51292-p1udt16934lv),S1S2,p1udt16934lv,p1udm51292,1p_ug_al_1/0_brenau_2,0.00994555,kilometer,0.00994555,"LINESTRING(-97.7125866515617 30.4286738334331, -97.7124734591465 30.4285824291547)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51295-p1ulv50177),S1S2,p1udm51295,p1ulv50177,1p_ug_al_1/0_brenau_2,0.0149391,kilometer,0.0149391,"LINESTRING(-97.7126175502457 30.4287101710678, -97.7125018472201 30.4287992588371)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51295-p1udt16934lv),S1S2,p1udt16934lv,p1udm51295,1p_ug_al_1/0_brenau_2,0.00995969,kilometer,0.00995969,"LINESTRING(-97.7125866515617 30.4286738334331, -97.7126175502457 30.4287101710678)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16936lv-p1ulv32567),S1S2,p1udt16936lv,p1ulv32567,1p_ug_al_1/0_brenau_2,0.0095994,kilometer,0.0095994,"LINESTRING(-97.7246928655044 30.413065633289, -97.7246171467677 30.4131280696602)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51297-p1ulv28180),S1S2,p1udm51297,p1ulv28180,1p_ug_al_4/0_sweetbriar_2,0.0234838,kilometer,0.0234838,"LINESTRING(-97.7247426427518 30.4130841807609, -97.7248284961867 30.4128865145151)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm51297-p1udt16936lv),S1S2,p1udt16936lv,p1udm51297,1p_ug_al_4/0_sweetbriar_2,0.00964222,kilometer,0.00964222,"LINESTRING(-97.7246928655044 30.413065633289, -97.7247426427518 30.4130841807609)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm51299-p1ulv28184),S1S2,p1udm51299,p1ulv28184,1p_ug_al_1/0_brenau_2,0.0185188,kilometer,0.0185188,"LINESTRING(-97.7271003381266 30.4151102820204, -97.7269165324409 30.4151113259891)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51299-p1udt16937lv),S1S2,p1udt16937lv,p1udm51299,1p_ug_al_1/0_brenau_2,0.0196052,kilometer,0.0196052,"LINESTRING(-97.7272368014374 30.4149623686981, -97.7271003381266 30.4151102820204)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51300-p1ulv30041),S1S2,p1udm51300,p1ulv30041,1p_ug_al_1/0_brenau_2,0.0163421,kilometer,0.0163421,"LINESTRING(-97.7271366011059 30.4147226488981, -97.7269812813259 30.4146579739278)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51300-p1udt16937lv),S1S2,p1udt16937lv,p1udm51300,1p_ug_al_1/0_brenau_2,0.0237168,kilometer,0.0237168,"LINESTRING(-97.7272368014374 30.4149623686981, -97.7271366011059 30.4147226488981)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16938lv-p1ulv28188),S1S2,p1udt16938lv,p1ulv28188,1p_ug_al_1/0_brenau_2,0.020104,kilometer,0.020104,"LINESTRING(-97.7166469501415 30.4148911589698, -97.7167357287329 30.4147742232508)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16938lv-p1ulv54651),S1S2,p1udt16938lv,p1ulv54651,1p_ug_al_1/0_brenau_2,0.0174364,kilometer,0.0174364,"LINESTRING(-97.7166469501415 30.4148911589698, -97.7167423397554 30.4147894979545)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16938lv-p1ulv63233),S1S2,p1udt16938lv,p1ulv63233,1p_ug_al_1/0_brenau_2,0.0181468,kilometer,0.0181468,"LINESTRING(-97.7166469501415 30.4148911589698, -97.7165962761634 30.4150886549636)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16939lv-p1ulv31940),S1S2,p1udt16939lv,p1ulv31940,1p_ug_al_1/0_brenau_2,0.016276,kilometer,0.016276,"LINESTRING(-97.7226418904275 30.4154727544382, -97.7227518547692 30.4153898030798)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51304-p1ulv28190),S1S2,p1udm51304,p1ulv28190,1p_ug_al_1/0_brenau_2,0.0144858,kilometer,0.0144858,"LINESTRING(-97.722547347554 30.415381615421, -97.7224010289744 30.4154252983587)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51305-p1ulv31292),S1S2,p1udm51305,p1ulv31292,1p_ug_al_1/0_brenau_2,0.0164901,kilometer,0.0164901,"LINESTRING(-97.7220686349475 30.4153679076072, -97.7220666364211 30.4155212779631)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51304-p1udm51305),S1S2,p1udm51304,p1udm51305,1p_ug_al_1/0_brenau_2,0.0583083,kilometer,0.0583083,"LINESTRING(-97.722547347554 30.415381615421, -97.7220686349475 30.4153679076072)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51304-p1udt16939lv),S1S2,p1udt16939lv,p1udm51304,1p_ug_al_4/0_sweetbriar_2,0.00949228,kilometer,0.00949228,"LINESTRING(-97.7226418904275 30.4154727544382, -97.722547347554 30.415381615421)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm51307-p1ulv64495),S1S2,p1udm51307,p1ulv64495,1p_ug_al_1/0_brenau_2,0.0134939,kilometer,0.0134939,"LINESTRING(-97.7227006677962 30.4155996660016, -97.722574932681 30.4156615963778)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51307-p1udt16939lv),S1S2,p1udt16939lv,p1udm51307,1p_ug_al_1/0_brenau_2,0.018993,kilometer,0.018993,"LINESTRING(-97.7226418904275 30.4154727544382, -97.7227006677962 30.4155996660016)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt16940lv-p1ulv55250),S1S2,p1udt16940lv,p1ulv55250,1p_ug_al_1/0_brenau_2,0.0197718,kilometer,0.0197718,"LINESTRING(-97.7162582879583 30.4194665947574, -97.7164856620154 30.4195629379873)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51308-p1ulv28193),S1S2,p1udm51308,p1ulv28193,1p_ug_al_4/0_sweetbriar_2,0.0146641,kilometer,0.0146641,"LINESTRING(-97.7163000577832 30.4194257692126, -97.7164463848589 30.4193820933887)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm51308-p1udt16940lv),S1S2,p1udt16940lv,p1udm51308,1p_ug_al_4/0_sweetbriar_2,0.00691046,kilometer,0.00691046,"LINESTRING(-97.7162582879583 30.4194665947574, -97.7163000577832 30.4194257692126)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm51749-p1ulv28773),S1S2,p1udm51749,p1ulv28773,1p_ug_al_1/0_brenau_2,0.0174496,kilometer,0.0174496,"LINESTRING(-97.7166199419642 30.4315737561826, -97.716725706228 30.4314484754435)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51749-p1ulv54005),S1S2,p1udm51749,p1ulv54005,1p_ug_al_1/0_brenau_2,0.0168243,kilometer,0.0168243,"LINESTRING(-97.7166199419642 30.4315737561826, -97.7165245884876 30.4316991392068)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51749-p1udt17144lv),S1S2,p1udt17144lv,p1udm51749,1p_ug_al_4/0_sweetbriar_2,0.00915079,kilometer,0.00915079,"LINESTRING(-97.7167439071704 30.4316381941633, -97.7166199419642 30.4315737561826)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm51750-p1ulv45871),S1S2,p1udm51750,p1ulv45871,1p_ug_al_1/0_brenau_2,0.0174887,kilometer,0.0174887,"LINESTRING(-97.716714918823 30.4317395385515, -97.7166901022766 30.431781972887)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51750-p1udt17144lv),S1S2,p1udt17144lv,p1udm51750,1p_ug_al_1/0_brenau_2,0.00915967,kilometer,0.00915967,"LINESTRING(-97.7167439071704 30.4316381941633, -97.716714918823 30.4317395385515)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt17145lv-p1ulv40169),S1S2,p1udt17145lv,p1ulv40169,1p_ug_al_1/0_brenau_2,0.0156952,kilometer,0.0156952,"LINESTRING(-97.7164505451044 30.4323138671875, -97.7164762095707 30.4322129690325)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51752-p1ulv28774),S1S2,p1udm51752,p1ulv28774,1p_ug_al_1/0_brenau_2,0.0157008,kilometer,0.0157008,"LINESTRING(-97.7164844939272 30.4323754627851, -97.7165487329349 30.432240750943)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51752-p1udt17145lv),S1S2,p1udt17145lv,p1udm51752,1p_ug_al_1/0_brenau_2,0.00999725,kilometer,0.00999725,"LINESTRING(-97.7164505451044 30.4323138671875, -97.7164844939272 30.4323754627851)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt17146lv-p1ulv28775),S1S2,p1udt17146lv,p1ulv28775,1p_oh_al_2/0_rucina_2,0.0170717,kilometer,0.0170717,"LINESTRING(-97.7173608617358 30.4341102892226, -97.7174838877039 30.4339823414688)",0.716633333333333,0.716633333333333,,0.288833333333333,0.288833333333333,,115,OVERHEAD,1
l(r:p1udt17155lv-p1ulv28804),S1S2,p1udt17155lv,p1ulv28804,1p_ug_al_1/0_brenau_2,0.0158242,kilometer,0.0158242,"LINESTRING(-97.717285770901 30.4179792610418, -97.7174011996667 30.4180199932664)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt17157lv-p1ulv61956),S1S2,p1udt17157lv,p1ulv61956,1p_ug_al_1/0_brenau_2,0.0174269,kilometer,0.0174269,"LINESTRING(-97.7101190697499 30.4252121977109, -97.7100268538374 30.4254002570929)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51770-p1ulv28811),S1S2,p1udm51770,p1ulv28811,1p_ug_al_1/0_brenau_2,0.0144295,kilometer,0.0144295,"LINESTRING(-97.7101947253775 30.4253026640326, -97.710238028528 30.4251767712671)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51773-p1ulv44635),S1S2,p1udm51773,p1ulv44635,1p_ug_al_1/0_brenau_2,0.0167601,kilometer,0.0167601,"LINESTRING(-97.7103810436426 30.4253857110608, -97.7103166824376 30.4255294416205)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51770-p1udm51773),S1S2,p1udm51770,p1udm51773,1p_ug_al_1/0_brenau_2,0.0193812,kilometer,0.0193812,"LINESTRING(-97.7101947253775 30.4253026640326, -97.7103810436426 30.4253857110608)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51770-p1udt17157lv),S1S2,p1udt17157lv,p1udm51770,1p_ug_al_4/0_sweetbriar_2,0.00969732,kilometer,0.00969732,"LINESTRING(-97.7101190697499 30.4252121977109, -97.7101947253775 30.4253026640326)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm51772-p1ulv35827),S1S2,p1udm51772,p1ulv35827,1p_ug_al_1/0_brenau_2,0.0140507,kilometer,0.0140507,"LINESTRING(-97.7100188177814 30.4252197196266, -97.7100932334054 30.4251031572773)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51771-p1ulv28812),S1S2,p1udm51771,p1ulv28812,1p_ug_al_1/0_brenau_2,0.0173269,kilometer,0.0173269,"LINESTRING(-97.7099361286291 30.4251737879161, -97.7098509462201 30.4253173124609)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51771-p1udm51772),S1S2,p1udm51772,p1udm51771,1p_ug_al_1/0_brenau_2,0.00969269,kilometer,0.00969269,"LINESTRING(-97.7100188177814 30.4252197196266, -97.7099361286291 30.4251737879161)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm51772-p1udt17157lv),S1S2,p1udt17157lv,p1udm51772,1p_ug_al_4/0_sweetbriar_2,0.00968847,kilometer,0.00968847,"LINESTRING(-97.7101190697499 30.4252121977109, -97.7100188177814 30.4252197196266)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm52250-p1ulv29400),S1S2,p1udm52250,p1ulv29400,1p_ug_al_1/0_brenau_2,0.0195047,kilometer,0.0195047,"LINESTRING(-97.7281621484412 30.4247481079469, -97.7280664652262 30.4249005655232)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm52252-p1ulv62581),S1S2,p1udm52252,p1ulv62581,1p_ug_al_1/0_brenau_2,0.0196154,kilometer,0.0196154,"LINESTRING(-97.7286896845029 30.4250149119595, -97.7287784023808 30.4248742451498)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm52250-p1udm52252),S1S2,p1udm52250,p1udm52252,1p_ug_al_1/0_brenau_2,0.0586208,kilometer,0.0586208,"LINESTRING(-97.7281621484412 30.4247481079469, -97.7286896845029 30.4250149119595)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm52250-p1udt17377lv),S1S2,p1udt17377lv,p1udm52250,1p_ug_al_4/0_sweetbriar_2,0.0241022,kilometer,0.0241022,"LINESTRING(-97.7282814826207 30.4246944836141, -97.7281621484412 30.4247481079469)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm52251-p1ulv41420),S1S2,p1udm52251,p1ulv41420,1p_ug_al_1/0_brenau_2,0.01501,kilometer,0.01501,"LINESTRING(-97.7283937510631 30.4245518597477, -97.7285282665533 30.4246163306106)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm52253-p1ulv64476),S1S2,p1udm52253,p1ulv64476,1p_ug_al_1/0_brenau_2,0.0129336,kilometer,0.0129336,"LINESTRING(-97.7284155079142 30.4244798882078, -97.7282912859914 30.4244245404505)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm52251-p1udm52253),S1S2,p1udm52251,p1udm52253,1p_ug_al_1/0_brenau_2,0.00823286,kilometer,0.00823286,"LINESTRING(-97.7283937510631 30.4245518597477, -97.7284155079142 30.4244798882078)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm52251-p1udt17377lv),S1S2,p1udt17377lv,p1udm52251,1p_ug_al_4/0_sweetbriar_2,0.0156856,kilometer,0.0156856,"LINESTRING(-97.7282814826207 30.4246944836141, -97.7283937510631 30.4245518597477)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt17381lv-p1ulv29418),S1S2,p1udt17381lv,p1ulv29418,1p_ug_al_1/0_brenau_2,0.0165235,kilometer,0.0165235,"LINESTRING(-97.7198128252127 30.4153421964151, -97.719662898874 30.4154345668394)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
